Gene,MinimumKaKs,MaximumKaKs,MeanKaKs,MedianKaKs,Function,COG,FunctionalClass
engA,0,0.051301079,0.010217444,0,GTP-binding protein EngA,COG0370,P
moaC,0,0.051159923,0.002917913,0,molybdenum cofactor biosynthesis protein C,NF,NA
fdoI,-704.4978999,0.051085994,-37.07525185,0,"formate dehydrogenase, cytochrome b556(fdo) subunit",NF,NA
yqhA,0,0.051046555,0.002252054,0,inner membrane protein,COG2862,S
phoP,0,0.051002889,0.011873021,0,two-component response regulator,COG4565,KT
hcaC,0,0.051001583,0.000910743,0,3-phenylpropionate dioxygenase ferredoxin subunit,NF,NA
metQ,0,0.050933049,0.015804195,0.021398085,D-methionine-binding transport system MetQ precursor,COG4521,P
group_3814,0,0.050832095,0.018516326,0.02043092,putative aldehyde ferredoxin oxidoreductase,COG2414,C
panF,-1661.808961,0.050827647,-48.8641029,0,sodium/panthothenate symporter,COG4145,H
sapC,0,0.050781256,0.005301314,0,peptide ABC transporter permease,COG4171,V
puuA,0,0.05072404,0.006563112,0.007853091,glutamine synthetase,NF,NA
gcvA,0,0.050545755,0.000990289,0,putative transcriptional regulator of glycine cleavage system,COG3683,R
yhgN,0,0.050324397,0.00942282,0,dITP- and XTP- hydrolase,NF,NA
ytfQ,0,0.049806105,0.005041957,0,ABC transporter substrate-binding protein,COG1879,G
dacA,0,0.04977541,0.000497754,0,D-alanyl-D-alanine carboxypeptidase,NF,NA
hrpA,0,0.049561343,0.013876258,0.012231218,ATP-dependent helicase HrpA,NF,NA
wcaA,0,0.049559587,0.013077583,0.011790599,putative glycosyl transferase,COG3858,D
purU,0,0.049537089,0.007846527,0,formyltetrahydrofolate deformylase,COG0299,F
murA,0,0.049473864,0.001817229,0,UDP-N-acetylglucosamine L-carboxyvinyltransferase,COG0040,E
allS_1,0,0.049114516,0.004420479,0,LysR family transcriptional regulator,NF,NA
gntU,0,0.049069818,0.004459981,0,low-affinity gluconate transporter,COG2610,GR
potE,0,0.048965895,0.001765527,0,putrescine transporter,NF,NA
nanA,0,0.048778668,0.003845211,0,N-acetylneuraminate lyase,NF,NA
hydN,0,0.048684776,0.004772148,0,electron transport protein HydN,COG2440,C
yicE,0,0.048636962,0.003387519,0,purine permease yicE,NF,NA
rhlB,0,0.048324079,0.007197327,0,putative ATP-dependent RNA helicase,COG2391,R
panC,-1107.556159,0.048206407,-11.76661835,0.015981847,pantoate--beta-alanine ligase,COG0414,H
yajQ,0,0.048101415,0.002603425,0,nucleotide-binding protein,COG1393,P
ybhF_2,0,0.047904596,0.02175128,0.019945357,ABC transporter,COG4555,CP
fbp,0,0.047748288,0.003783667,0,"fructose-1,6-bisphosphatase",NF,NA
ydjA,-135.6986239,0.047685085,-5.139704297,0,putative nitroreductase,NF,NA
oppF,0,0.047605804,0.003802414,0,oligopeptide ABC transporter ATP-binding protein,COG4608,E
proX,0,0.047578132,0.025203357,0.024442864,"glycine betaine/L-proline ABC transporter, substrate-binding protein",COG2113,E
mpl,0,0.047438937,0.005079768,0,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,COG0285,H
rng,0,0.047388683,0.00041569,0,ribonuclease G,COG1530,J
ybhR,0,0.047327442,0.003850833,0,ABC transporter permease,COG1277,O
glpR_3,-232.5098016,0.047254384,-2.967687985,0.000426924,DNA-binding transcriptional repressor GlpR,COG3444,G
fdhF_2,0,0.047249773,0.011641199,0,formate dehydrogenase-H subunit alpha,COG3383,R
upp,0,0.047143131,0.001164028,0,uracil phosphoribosyltransferase,NF,NA
lysP,0,0.04699966,0.013668806,0,lysine transporter,COG0833,E
hslO,0,0.046917662,0.002405574,0,heat shock protein,COG1866,C
fabA,0,0.046834103,0.009798006,0,3-hydroxydecanoyl-ACP dehydratase,NF,NA
pyrI,0,0.046527751,0.001167582,0,aspartate carbamoyltransferase regulatory subunit,NF,NA
ulaA,0,0.046095634,0.002255206,0,PTS system ascorbate-specific transporter subunit IIC,COG3414,G
yoaE,0,0.045988361,0.003379435,0,membrane protein,COG4536,P
adhC,0,0.0459572,0.006198525,0,alcohol dehydrogenase,COG0115,EH
glcR,-200.5844369,0.045792072,-9.530053585,0.020395567,DeoR family transcriptional regulator,COG3444,G
yfiE,0,0.045353436,0.014958885,0.022599057,transcriptional regulator YfiE,NF,NA
valS,0,0.045246336,0.009731749,0.010437531,valyl-tRNA synthetase,COG0525,J
gmd,0,0.045177167,0.004825091,0,"GDP-mannose 4,6-dehydratase",NF,NA
cysI,0,0.045033217,0.011295042,0.00795904,sulfite reductase (NADPH) hemoprotein beta subunit,COG0155,P
rbsB,0,0.044968057,0.00548347,0,D-ribose transporter subunit RbsB,COG1879,G
phnE,0,0.044558968,0.0024986,0,"phosphonates transport system, permease protein",COG3639,P
yjbJ,0,0.044360002,0.007004211,0,putative general stress response protein,NF,NA
cueR,0,0.044338227,0.016442392,0.01901629,DNA-binding transcriptional regulator CueR,COG4978,T
dppF,0,0.044149781,0.010681389,0,dipeptide transporter ATP-binding subunit,COG4608,E
yadH,0,0.044059668,0.003128722,0,inner membrane transport permease YadH,COG0040,E
ygdQ,0,0.043951541,0.001282255,0,integral membrane transport protein,NF,NA
tdh_3,0,0.043847432,0.007432651,0.005444997,threonine 3-dehydrogenase NAD(P)-binding protein,NF,NA
hpaB,0,0.043802635,0.009696027,0,4-hydroxyphenylacetate 3-monooxygenase oxygenase component,NF,NA
ychM,0,0.043787612,0.009177911,0.009837633,sulfate transporter YchM,COG2252,F
dmsB_3,0,0.043767635,0.004900134,0,anaerobic dimethyl sulfoxide reductase subunit B,COG2768,S
yicG,0,0.04368485,0.001109757,0,inner membrane protein,COG2860,S
xanQ,0,0.043521896,0.017942748,0.016729985,putative purine permease,NF,NA
ygiB,0,0.043443602,0.0029375,0,putative inner membrane protein,NF,NA
glyA,0,0.043338149,0.004946919,0,serine hydroxymethyltransferase,COG0156,H
ybhS,0,0.043272096,0.010126787,0,ABC transporter permease,COG1277,O
ispB,0,0.042970693,0.003266729,0,octaprenyl-diphosphate synthase,COG0142,H
pckA,0,0.042897151,0.011812334,0.009578422,phosphoenolpyruvate carboxykinase,COG1866,C
mlaE,0,0.042859433,0.003498729,0,putative organic solvent tolerance protein,NF,NA
hycE,0,0.042775313,0.00602844,0.006229331,formate hydrogenlyase subunit E,COG3262,C
rpoC,0,0.042692613,0.004263006,0,DNA-directed RNA polymerase subunit beta,COG0086,K
fabR,0,0.042664596,0.012490869,0,TetR-family transcriptional regulator,NF,NA
malG,0,0.042527128,0.00221015,0,maltose transporter permease,COG3833,G
yhhN,0,0.042330797,0.003985183,0,inner membrane protein,NF,NA
ruvB,0,0.042325275,0.007982591,0,holliday junction ATP-dependent DNA helicase,COG2255,L
mraY,0,0.042147868,0.006610295,0,phospho-N-acetylmuramoyl-pentapeptide- transferase,NF,NA
ybaA,0,0.042004016,0.000933423,0,RNA signal recognition particle 4.5S RNA,COG5507,S
fliG,-1362.838895,0.041887069,-16.82395857,0,flagellar motor switch protein FliG,COG1886,NU
yqjA,0,0.041852577,0.002794132,0,DedA family membrane protein,NF,NA
gcd,0,0.041759836,0.006285057,0,glucose dehydrogenase,COG4993,G
ompR,0,0.041551225,0.001598124,0,transcriptional regulatory protein OmpR,COG4565,KT
ivy,0,0.041543909,0.003004366,0,inhibitor of vertebrate lysozyme precursor,NF,NA
tesB,-608.6263773,0.041496858,-20.28558059,0,acyl-CoA thioesterase,NF,NA
purR_1,0,0.041477279,0.008806275,0,purine nucleotide synthesis repressor,COG1879,G
fruR,0,0.041381771,0.000616063,0,transcriptional regulator of the control of carbon and energy metabolism GalR/LacI family,COG1879,G
gcl,0,0.041259792,0.01559975,0.018872103,glyoxylate carboligase (tartronate-semialdehyde synthase),COG3960,Q
ygdH,0,0.040345012,0.001174865,0,putative decarboxylase,NF,NA
dapD,0,0.040336527,0.011897771,0.015865698,"2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase",COG2171,E
gspD,0,0.040224574,0.013726746,0.011873948,type II secretion system protein D,COG4796,U
leuC,0,0.039830746,0.003041473,0,3-isopropylmalate dehydratase large subunit,COG0065,E
rpoH,0,0.039697893,0.004821111,0,component of RNA polymerase,NF,NA
group_22973,0,0.039615107,0.007503313,0,glutathionylspermidine synthase,NF,NA
yfiF,0,0.03919571,0.012556942,0.012612391,methyltransferase,NF,NA
gpsA,0,0.039172273,0.002441242,0,glycerol-3-phosphate dehydrogenase,COG0240,C
ispH,0,0.039051326,0.009725365,0,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,NF,NA
dgoD,0,0.039032003,0.003131399,0,galactonate dehydratase,COG4948,MR
ybjL,0,0.038722415,0.001014002,0,putative transport protein with two RCK domains,COG2985,R
malT,0,0.038440402,0.013483926,0.017786079,regulatory protein,COG2909,K
gltK,0,0.038321724,0.002148388,0,"glutamate/aspartate ABC transporter, permease protein",COG4597,E
serS,0,0.038092986,0.0007886,0,seryl-tRNA synthetase,COG0442,J
hcaE,0,0.037661855,0.002800343,0,3-phenylpropionate dioxygenase alpha subunit,NF,NA
nuoE,0,0.037373672,0.002100481,0,NADH-quinone oxidoreductase subunit E,COG1905,C
fur,0,0.037254652,0.000423348,0,ferric uptake regulation protein,NF,NA
gcp,0,0.037113415,0.012195495,0.014968447,O-sialoglycoprotein endopeptidase,COG5624,K
group_23462,0,0.037099419,0.009189582,0,putative peptidase,COG2321,R
cvpA,0,0.037070048,0.001101091,0,colicin V production protein,NF,NA
nagC,0,0.037025089,0.001452254,0,N-acetylglucosamine repressor,COG2222,M
cysW,0.006950082,0.037016696,0.015691416,0.015251475,"sulfate ABC transporter, permease protein",COG4208,P
maeA,0,0.036924533,0.014085346,0.014926217,malate dehydrogenase,NF,NA
mdoD,0,0.036336934,0.007059448,0,glucans biosynthesis protein D,COG3131,M
glyQ,0,0.036272721,0.000734347,0,glycine tRNA synthetase,NF,NA
prfC,0,0.036136286,0.010406877,0.011080661,peptide chain release factor 3,COG0050,J
metF,-2658.332606,0.036128642,-50.55681488,0,"5,10-methylenetetrahydrofolate reductase",NF,NA
yjjK,-2437.128277,0.035771568,-22.15190929,0,putative ABC transporter ATP-binding protein YjjK,COG2909,K
yaiV,0,0.034735542,0.000847208,0,DNA-binding transcriptional regulator,NF,NA
cadB,0,0.034711325,0.001188836,0,cadaverine/lysine antiporter,COG0833,E
eutC,0,0.034596103,0.001580973,0,Ethanolamine ammonia-lyase light chain,COG4302,E
hemY,0,0.034529836,0.007936524,0,Porphyrin biosynthetic protein,COG3071,S
ftsW,0,0.034208932,0.002783444,0,cell division protein FtsW,NF,NA
ruvC,0,0.034162331,0.001161363,0,Holliday junction resolvase,NF,NA
cobB,0,0.033916973,0.012147897,0.014638786,NAD-dependent deacetylase,NF,NA
grpE,0,0.033729613,0.001477492,0,heat shock protein,NF,NA
livF,0,0.033689608,0.005056116,0,leucine/isoleucine/valine transporter ATP-binding subunit,COG4555,CP
nhaK,0,0.033505262,0.005569666,0,putative sodium/hydrogen exchanger,COG0025,P
adhE,0,0.033445242,0.003836054,0,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,COG0371,C
mglB,0,0.032825498,0.001789923,0,"D-galactose ABC transporter, substrate-binding protein",COG1879,G
actP,0,0.032503886,0.00790496,0.007631828,cation/acetate symporter,COG4147,C
ahpF,0,0.032398513,0.007509263,0,alkyl hydroperoxide reductase,COG3634,V
era,0,0.032330014,0.007592096,0,GTP-binding protein Era,COG0370,P
entH,0,0.032270992,0.004033481,0,esterase,COG2050,Q
uspE,0,0.032039941,0.002373329,0,universal stress protein E,NF,NA
deoB,0,0.031879716,0.001345295,0,phosphopentomutase,COG3635,G
galP,0,0.031851502,0.003683901,0,galactose-proton symporter,COG5094,NA
coaA,0,0.031417853,0.003341653,0,pantothenate kinase,NF,NA
potA_1,-1166.374071,0.031261002,-32.09503414,0,spermidine/putrescine ABC transporter ATP-binding protein,COG3842,E
lptG_2,0,0.031164204,0.003758634,0,putative permease,COG0795,MN
frc,-379.8977144,0.031036719,-18.08073128,0,putative transferase,COG1804,I
ybiT,0,0.030660413,0.003639605,0,putative ABC transporter ATP-binding protein,COG2909,K
lgt,0,0.030573402,0.000325249,0,prolipoprotein diacylglyceryl transferase,NF,NA
gyrB,0,0.030375004,0.006138789,0,DNA gyrase subunit B,COG0188,L
ftsX,0,0.030296287,0.001431487,0,cell division protein FtsX,NF,NA
frwB,0,0.030091191,0.000761344,0,fructose-like specific PTS system EIIB component 2),NF,NA
dapL,0,0.029670307,0.004112415,0.001624584,putative aminotransferase,COG3977,E
surA,0,0.029597378,0.005558796,0,chaperone precursor (peptidyl-prolyl cis-trans isomerase),NF,NA
pstB,0,0.029420396,0.001591961,0,ATP-binding component of high-affinity phosphate-specific ABC transport system,COG3842,E
uhpT,0,0.029374715,0.000707824,0,hexosephosphate transport protein,NF,NA
gmhA,0,0.029070249,0.000552713,0,phosphoheptose isomerase,COG4821,R
yecS_1,0,0.028785749,0.002725067,0,putative amino acid transport protein ABC superfamily,COG4597,E
plsY,0,0.028747499,0.000359344,0,glycerol-3-phosphate acyltransferase PlsY,COG0344,I
prfA,0,0.028486985,0.00135807,0,peptide chain release factor 1,NF,NA
accD,0,0.028227626,0.000607046,0,acetylCoA carboxylase,COG4799,I
yafK,0,0.027921734,0.00252912,0,membrane protein,COG3034,M
speB,0,0.027883983,0.006150742,0,agmatinase,COG0010,E
yfhA,0,0.027831058,0.004503673,0,two component system DNA-binding response regulator,COG3829,KT
ygaM,0,0.02776344,0.001860075,0,protein,NF,NA
yhhQ,0,0.027752574,0.010107005,0,inner membrane protein,COG1738,S
ilvE,0,0.027643994,0.000561004,0,branched-chain amino-acid aminotransferase,COG0115,EH
potC,0,0.027312452,0.000275883,0,spermidine/putrescine ABC transporter permease,COG4132,R
yjeP,0,0.027149795,0.002165037,0,mechanosensitive ion channel family protein,NF,NA
rsuA,0,0.027114995,0.001666299,0,16S rRNA pseudouridylate synthase A,NF,NA
deaD,0,0.026988245,0.005280619,0,ATP-dependent RNA helicase (DEAD-box protein),COG2391,R
ppnK,0,0.026970306,0.005231986,0,inorganic polyphosphate/ATP-NAD kinase,COG0061,F
gntY,0,0.026930978,0.000824418,0,putative thioredoxin-like protein,NF,NA
hpaH,0,0.026720796,0.000809721,0,"2-oxo-hepta-3-ene-1,7-dioic acid hydratase",COG3971,Q
relA,0,0.026558522,0.002050348,0,GTP pyrophosphokinase,COG0317,TK
gsk,0,0.026040367,0.001042902,0,inosine-guanosine kinase,NF,NA
emrB_2,0,0.025964766,0.003576655,0,multidrug resistance protein B,COG2814,G
ansA,0,0.025580952,0.0049976,0,L-Asparaginase I,NF,NA
corA,0,0.02546236,0.000388594,0,magnesium and cobalt transport protein CorA,NF,NA
yciO,0,0.025416673,0.001035853,0,putative RNA binding protein,COG0009,J
uvrB,0,0.025381643,0.005961144,0,UvrABC system protein B (excinuclease ABC subunit B),COG4098,L
galU,0,0.025217486,0.003276801,0,UTP--glucose-1-phosphate uridylyltransferase,COG4750,MI
ftnB,0,0.024961006,0.000402597,0,ferritin-like protein 2,COG1528,P
sucD,0,0.024796567,0.000619914,0,succinyl-CoA ligase subunit alpha,COG0074,C
mrcB,0,0.02479408,0.00808101,0.006609777,penicillin-binding protein 1B [includes: penicillin-insensitive transglycosylase; penicillin sensitive transpeptidase],COG5009,M
glpX,-270.4164322,0.024556276,-2.675237092,0,"fructose 1,6-bisphosphatase II",COG1494,G
msbA,0,0.024539647,0.008211365,0,lipid A export permease MsbA,COG2274,V
dppA_1,0,0.024307533,0.006980174,0.007580116,"dipeptide ABC transporter, substrate-binding protein",COG4166,E
ppk,0,0.024307313,0.004107217,0,polyphosphate kinase,NF,NA
phoB,0,0.024224798,0.000541564,0,"phosphate regulon two-component system, response regulator",COG3437,T
uhpA,0,0.023076058,0.002834464,0,two-component system response regulator,COG4566,TK
katG,0,0.022876078,0.005815517,0.006034354,peroxidase/catalase HPI,NF,NA
csgG,0,0.022697265,0.000617253,0,curli production assembly/transport component,NF,NA
hypD,0,0.022674147,0.007336647,0.007057377,hydrogenase isoenzymes formation protein,COG0409,O
iciA,0,0.022307273,0.000873372,0,chromosome initiation inhibitor,NF,NA
lpdA,0,0.021520189,0.000457876,0,dihydrolipoamide dehydrogenase,COG2210,C
ybiS,0,0.020740018,0.000289797,0,"L,D-transpeptidase",NF,NA
livH,0,0.020692884,0.005256831,0,high-affinity branched-chain amino acid ABC transporter permease,COG0559,E
proB,0,0.020424101,0.000224441,0,gamma-glutamyl kinase,COG0014,E
secF,0,0.020400202,0.00041189,0,preprotein translocase subunit SecF,NF,NA
eutS,0,0.020298708,0.001691559,0,ethanolamine utilization protein EutS,COG4810,E
nirB,0,0.019975308,0.004020652,0,nitrite reductase [NAD(P)H] large subunit,COG2210,C
lexA,0,0.019919373,0.000265592,0,LexA repressor,NF,NA
pstC,0,0.019891599,0.001701202,0,phosphate transporter permease subunit PstC,COG0573,P
aceE,0,0.019824287,0.000990623,0,pyruvate dehydrogenase E1 component,COG2609,C
secD,0,0.019695605,0.005982354,0,protein-export protein,COG4258,R
pykA,0,0.019502625,0.004285588,0,pyruvate kinase,NF,NA
pyrG,0,0.018857317,0.001288299,0,CTP synthetase,COG0505,EF
lepA,0,0.018599091,0.002975224,0,GTP-binding protein LepA,COG0050,J
acnB,0,0.01850118,0.004684667,0.003894886,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,COG0065,E
yehU,0,0.017931514,0.002689768,0,sensor histidine kinase,COG2972,T
clpX,0,0.017595338,0.000202245,0,ATP-dependent specificity component of ClpP serine protease,COG1734,J
hybC,0,0.017497256,0.003329164,0,hydrogenase-2 large subunit,COG3259,C
spoT,0,0.016672497,0.001886427,0,"guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",COG0317,TK
nupC,0,0.015272517,0.000588882,0,nucleoside permease nupC,NF,NA
rbn_2,0,0.015019,0.00088047,0,tRNA-processing ribonuclease BN,NF,NA
glnA,0,0.014500641,0.00024504,0,glutamine synthetase,COG2159,R
sucA,0,0.011376528,0.001037373,0,2-oxoglutarate dehydrogenase E1 component,NF,NA
yaeT,0,0.010726414,0.000197596,0,outer membrane protein assembly factor,COG4775,M
atpD,0,0.010608852,0.000345941,0,ATP synthase subunit beta,COG0055,C
uvrA,0,0.006827493,0.001282121,0,excision nuclease subunit A,COG4181,Q
ftsH,0,0.002455188,8.18E-05,0,cell division protein,COG5269,NA
ybeD,0,0,0,0,protein YbeD,COG2921,T
rpmE,0,0,0,0,50S ribosomal protein L31,COG0254,J
ptsH,0,0,0,0,phosphohistidinoprotein-hexose phosphotransferase component of PTS system,COG3412,T
nuoB,0,0,0,0,NADH dehydrogenase I subunit B,COG0649,C
bolA,0,0,0,0,putative transcriptional regulator,COG5007,T
ytjA,0,0,0,0,protein,COG5487,S
rpsQ,0,0,0,0,30S ribosomal protein S17,NF,NA
ytfK,0,0,0,0,"conserved protein, DUF1107 family",NF,NA
rplT,0,0,0,0,50S ribosomal protein L20,NF,NA
fabZ,0,0,0,0,(3R)-hydroxymyristoyl-ACP dehydratase,NF,NA
rpsT,0,0,0,0,30S ribosomal protein S20,COG0268,J
rplW,0,0,0,0,50S ribosomal protein L23,COG0089,J
ilvM,0,0,0,0,acetolactate synthase isozyme II small subunit,COG3978,C
rplM,0,0,0,0,50S ribosomal protein L13,COG0102,J
group_22437,0,0,0,0,DNA damage-inducible protein YebG,COG3141,L
prfB,0,0,0,0,peptide chain release factor 2,NF,NA
tatE,0,0,0,0,Sec-independent protein translocase protein,NF,NA
ydfZ,0,0,0,0,selenium carrying protein,NF,NA
rpoA,0,0,0,0,DNA-directed RNA polymerase subunit alpha,COG0202,K
ybeB,0,0,0,0,putative ACR,NF,NA
lptB,0,0,0,0,lipopolysaccharide ABC transporter,COG1934,M
ytfP,0,0,0,0,AIG2 family protein,NF,NA
mntS,0,0,0,0,"Mn(2)-response protein, MntR-repressed",NF,NA
rpmF,0,0,0,0,50S ribosomal protein L32,NF,NA
rpsS,0,0,0,0,30S ribosomal protein S19,COG0185,J
yajC,0,0,0,0,SecYEG protein translocase auxillary subunit,NF,NA
ahpC,0,0,0,0,alkyl hydroperoxide reductase subunit C,NF,NA
crp,0,0,0,0,cyclic AMP receptor protein,COG2905,T
rmf,0,0,0,0,ribosome modulation factor,COG3130,J
mreB,0,0,0,0,rod shape-determining protein MreB,COG4820,E
minD,0,0,0,0,septum site-determining protein MinD,COG2894,D
lipA,0,0,0,0,lipoyl synthase LipA,NF,NA
metJ,0,0,0,0,transcriptional repressor protein MetJ,NF,NA
